cust_id,E01,E02,E03,N01,N02,N03,S01,S02,S03,W01,W02,W03
CUST0000233658,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,3.0,1.0
CUST0000234065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CUST0000234190,6.0,18.0,10.0,0.0,0.0,9.0,0.0,0.0,321.0,0.0,50.0,2.0
CUST0000234209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
CUST0000234349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST0000234511,29.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,8.0,0.0
CUST0000234581,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CUST0000235664,92.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000235758,0.0,14.0,0.0,0.0,18.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0
CUST0000235779,164.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000236124,154.0,10.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000236697,0.0,9.0,0.0,128.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
CUST0000236834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CUST0000237694,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST0000237812,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000238094,7.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,7.0,0.0,2.0,0.0
CUST0000238146,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000238212,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000238658,335.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CUST0000238866,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,158.0,4.0,0.0,1.0
CUST0000238956,9.0,0.0,2.0,1.0,26.0,15.0,0.0,8.0,0.0,5.0,91.0,3.0
CUST0000239627,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000239683,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
CUST0000239699,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0
CUST0000239729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
CUST0000239986,0.0,0.0,0.0,85.0,0.0,7.0,0.0,6.0,125.0,0.0,7.0,7.0
CUST0000240185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
CUST0000240228,151.0,0.0,4.0,52.0,0.0,0.0,2.0,23.0,0.0,0.0,16.0,0.0
CUST0000240244,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
CUST0000240277,0.0,0.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000240308,0.0,0.0,0.0,26.0,11.0,3.0,5.0,0.0,33.0,1.0,4.0,39.0
CUST0000240359,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000240613,0.0,0.0,0.0,43.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0
CUST0000240651,0.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,4.0,0.0
CUST0000241118,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000241252,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0
CUST0000241254,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0
CUST0000241476,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000241522,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000241970,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CUST0000242140,0.0,0.0,0.0,1.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CUST0000242357,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0
CUST0000242508,103.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000242769,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
CUST0000242953,5.0,0.0,1.0,24.0,83.0,0.0,8.0,1.0,0.0,6.0,2.0,0.0
CUST0000243024,0.0,0.0,3.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000243284,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000243335,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
CUST0000243706,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000244088,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000244127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
CUST0000244205,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
CUST0000244418,4.0,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,0.0,12.0,12.0
CUST0000244450,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
CUST0000244654,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,1.0,182.0,0.0,8.0
CUST0000244913,0.0,0.0,0.0,36.0,0.0,21.0,0.0,0.0,0.0,24.0,1.0,0.0
CUST0000245024,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000245257,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000245743,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,12.0,0.0,0.0,0.0
CUST0000245750,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000246087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,40.0,1.0,1.0,0.0
CUST0000246094,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,76.0,0.0
CUST0000246289,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
CUST0000246911,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
CUST0000246921,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000246937,156.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,2.0
CUST0000246949,2.0,0.0,55.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
CUST0000247029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CUST0000247100,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,68.0,0.0
CUST0000247910,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0
CUST0000248020,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000248193,16.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
CUST0000248231,0.0,0.0,0.0,0.0,0.0,38.0,1.0,0.0,0.0,0.0,4.0,0.0
CUST0000248266,0.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000248273,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,0.0
CUST0000248288,396.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
CUST0000248441,0.0,1.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0
CUST0000248760,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000248944,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,103.0,0.0,0.0,0.0
CUST0000249526,4.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,5.0,0.0,15.0
CUST0000249573,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0
CUST0000249577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0
CUST0000249608,18.0,0.0,0.0,0.0,0.0,16.0,4.0,0.0,1.0,0.0,0.0,3.0
CUST0000249643,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000249670,0.0,9.0,3.0,0.0,0.0,3.0,0.0,270.0,1.0,1.0,6.0,0.0
CUST0000249820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
CUST0000249946,1.0,139.0,2.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0
CUST0000250135,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000250864,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,122.0,290.0,0.0,0.0
CUST0000251322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0
CUST0000251863,19.0,0.0,10.0,0.0,6.0,1.0,58.0,0.0,0.0,0.0,267.0,0.0
CUST0000251916,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000252228,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0
CUST0000252338,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
CUST0000252562,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000253102,2.0,0.0,0.0,13.0,11.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000253216,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,61.0,0.0
CUST0000253529,38.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,13.0
CUST0000253539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CUST0000253573,123.0,0.0,1.0,0.0,0.0,2.0,0.0,64.0,0.0,0.0,5.0,0.0
CUST0000253580,16.0,0.0,0.0,103.0,11.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0
CUST0000253846,0.0,0.0,0.0,53.0,0.0,0.0,40.0,0.0,0.0,2.0,3.0,0.0
CUST0000253886,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000254439,0.0,0.0,0.0,183.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
CUST0000254620,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000254742,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CUST0000254832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
CUST0000255032,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000255201,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000255269,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000255387,0.0,0.0,0.0,26.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
CUST0000255395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
CUST0000255397,0.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
CUST0000255420,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0
CUST0000255660,0.0,1.0,3.0,0.0,2.0,0.0,2.0,79.0,7.0,2.0,1.0,0.0
CUST0000255673,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000255714,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,69.0
CUST0000256112,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,139.0,0.0
CUST0000256124,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
CUST0000256243,0.0,8.0,0.0,1.0,31.0,0.0,16.0,43.0,0.0,0.0,0.0,4.0
CUST0000256837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0
CUST0000257507,0.0,0.0,0.0,36.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0
CUST0000257511,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CUST0000257769,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
CUST0000257902,1.0,0.0,12.0,19.0,0.0,0.0,0.0,35.0,5.0,0.0,20.0,0.0
CUST0000258097,3.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0
CUST0000258485,0.0,52.0,22.0,2.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
CUST0000258532,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,194.0
CUST0000258555,0.0,85.0,0.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,1.0,14.0
CUST0000258658,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,151.0,0.0
CUST0000258756,0.0,0.0,0.0,0.0,0.0,0.0,55.0,1.0,0.0,10.0,21.0,0.0
CUST0000258842,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000259129,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000259182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
CUST0000259436,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000259498,0.0,191.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CUST0000259504,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000259680,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,20.0,0.0,2.0
CUST0000260311,13.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0
CUST0000260697,2.0,0.0,26.0,0.0,4.0,0.0,27.0,3.0,0.0,11.0,18.0,0.0
CUST0000260876,0.0,0.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
CUST0000261138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000261175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,2.0
CUST0000261258,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000261261,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.0,0.0,0.0,43.0,0.0
CUST0000261381,0.0,4.0,2.0,0.0,19.0,6.0,0.0,1.0,0.0,55.0,1.0,6.0
CUST0000261407,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000261553,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
CUST0000261775,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000262704,0.0,0.0,73.0,1.0,0.0,0.0,19.0,0.0,0.0,3.0,1.0,0.0
CUST0000262766,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000263173,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000263376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0
CUST0000263560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CUST0000263844,1.0,5.0,8.0,0.0,4.0,0.0,22.0,0.0,170.0,1.0,0.0,0.0
CUST0000263870,45.0,0.0,9.0,0.0,29.0,5.0,0.0,6.0,0.0,2.0,0.0,0.0
CUST0000264079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0
CUST0000264107,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0
CUST0000264286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CUST0000264598,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000264835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0
CUST0000265073,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0
CUST0000265147,2.0,5.0,0.0,43.0,2.0,7.0,35.0,2.0,0.0,0.0,0.0,0.0
CUST0000265274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,1.0,4.0,0.0
CUST0000265367,0.0,1.0,0.0,0.0,89.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CUST0000265416,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000265468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
CUST0000265582,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0
CUST0000265678,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,20.0,0.0
CUST0000265948,1.0,1.0,0.0,0.0,5.0,20.0,0.0,0.0,65.0,0.0,1.0,33.0
CUST0000266020,0.0,0.0,31.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
CUST0000266152,0.0,0.0,1.0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
CUST0000266269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CUST0000266580,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CUST0000266722,0.0,0.0,461.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000266997,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000267204,0.0,0.0,1.0,28.0,0.0,3.0,11.0,0.0,7.0,0.0,0.0,0.0
CUST0000267213,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0,339.0
CUST0000267396,0.0,1.0,0.0,0.0,0.0,10.0,57.0,0.0,0.0,0.0,0.0,12.0
CUST0000267507,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,132.0,0.0
CUST0000267570,3.0,0.0,0.0,2.0,1.0,0.0,4.0,61.0,1.0,2.0,0.0,0.0
CUST0000267589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000267709,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
CUST0000267726,0.0,0.0,0.0,0.0,0.0,103.0,1.0,0.0,0.0,0.0,1.0,0.0
CUST0000267979,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
CUST0000268127,0.0,5.0,105.0,43.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0
CUST0000268207,0.0,94.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0
CUST0000268635,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0
CUST0000268961,0.0,0.0,0.0,0.0,0.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0
CUST0000270350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0
CUST0000270503,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000270628,82.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000271479,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000272023,0.0,0.0,153.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000272386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CUST0000272425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,0.0
CUST0000272582,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000272853,325.0,3.0,0.0,1.0,0.0,1.0,0.0,35.0,0.0,1.0,42.0,0.0
CUST0000272904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
CUST0000273017,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000273175,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
CUST0000273521,0.0,0.0,0.0,10.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0
CUST0000273560,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,0.0,0.0
CUST0000273592,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000273930,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,162.0
CUST0000274070,0.0,0.0,0.0,3.0,0.0,0.0,0.0,53.0,29.0,3.0,12.0,5.0
CUST0000274137,0.0,0.0,0.0,8.0,10.0,31.0,0.0,0.0,2.0,1.0,62.0,0.0
CUST0000274139,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
CUST0000274165,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000274514,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0
CUST0000274533,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CUST0000274585,0.0,0.0,11.0,9.0,2.0,0.0,1.0,0.0,1.0,0.0,43.0,0.0
CUST0000275005,0.0,0.0,0.0,0.0,0.0,0.0,3.0,49.0,0.0,1.0,0.0,0.0
CUST0000275436,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0
CUST0000275790,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
CUST0000275806,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000275903,0.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,54.0,0.0,0.0,28.0
CUST0000276154,0.0,17.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0
CUST0000276333,0.0,0.0,111.0,198.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000276429,0.0,117.0,0.0,0.0,0.0,7.0,0.0,14.0,60.0,0.0,0.0,0.0
CUST0000276604,0.0,52.0,0.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,54.0,0.0
CUST0000276942,21.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
CUST0000277064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,1.0,0.0
CUST0000277206,0.0,0.0,0.0,14.0,1.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0
CUST0000277415,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CUST0000277675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0,0.0
CUST0000277824,29.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000278111,0.0,1.0,74.0,0.0,0.0,15.0,0.0,4.0,0.0,0.0,0.0,0.0
CUST0000278741,0.0,0.0,1.0,6.0,0.0,1.0,0.0,86.0,0.0,0.0,0.0,0.0
CUST0000278821,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,7.0,58.0,0.0,0.0
CUST0000278887,0.0,121.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000279161,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000279310,0.0,1.0,1.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
CUST0000279477,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0
CUST0000279958,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
CUST0000280517,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000280589,0.0,41.0,53.0,0.0,0.0,2.0,0.0,0.0,45.0,0.0,80.0,1.0
CUST0000280679,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,28.0,2.0,0.0,0.0
CUST0000280690,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000280694,0.0,0.0,1.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,135.0,0.0
CUST0000280952,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
CUST0000281089,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000281353,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000281968,0.0,0.0,0.0,1.0,69.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0
CUST0000282032,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUST0000282130,3.0,0.0,4.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,15.0,0.0
CUST0000282214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
CUST0000282411,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,62.0
CUST0000282515,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
