cust_id,LS,MS,SS,XLS
CUST0000113976,52.0,0.0,0.0,0.0
CUST0000114208,76.0,14.0,0.0,0.0
CUST0000114492,51.0,0.0,0.0,0.0
CUST0000114775,122.0,2.0,0.0,0.0
CUST0000115101,182.0,42.0,0.0,1.0
CUST0000115390,124.0,2.0,1.0,0.0
CUST0000115400,4.0,1.0,0.0,0.0
CUST0000115401,7.0,0.0,0.0,0.0
CUST0000115629,12.0,36.0,0.0,11.0
CUST0000115923,90.0,0.0,0.0,0.0
CUST0000115970,366.0,96.0,0.0,1.0
CUST0000116031,2.0,1.0,0.0,0.0
CUST0000117239,3.0,184.0,0.0,0.0
CUST0000117522,1.0,0.0,0.0,0.0
CUST0000117777,16.0,3.0,0.0,0.0
CUST0000119198,109.0,1.0,0.0,0.0
CUST0000119837,8.0,5.0,0.0,0.0
CUST0000120088,2.0,44.0,0.0,0.0
CUST0000120143,13.0,0.0,1.0,0.0
CUST0000120214,27.0,0.0,0.0,0.0
CUST0000120453,0.0,9.0,0.0,61.0
CUST0000120536,2.0,53.0,3.0,0.0
CUST0000120799,5.0,0.0,0.0,0.0
CUST0000120837,42.0,5.0,0.0,0.0
CUST0000120903,1.0,0.0,0.0,0.0
CUST0000121178,74.0,1.0,2.0,0.0
CUST0000121259,113.0,0.0,0.0,0.0
CUST0000121266,0.0,1.0,0.0,0.0
CUST0000121492,18.0,0.0,0.0,0.0
CUST0000121684,2.0,0.0,0.0,0.0
CUST0000121998,11.0,0.0,0.0,0.0
CUST0000122093,13.0,0.0,0.0,0.0
CUST0000122174,0.0,0.0,0.0,1.0
CUST0000122425,0.0,0.0,18.0,0.0
CUST0000122993,0.0,4.0,0.0,0.0
CUST0000123142,0.0,0.0,0.0,1.0
CUST0000124113,56.0,0.0,51.0,0.0
CUST0000124431,68.0,50.0,77.0,4.0
CUST0000124448,0.0,1.0,0.0,0.0
CUST0000124935,1.0,1.0,0.0,0.0
CUST0000124963,0.0,105.0,0.0,0.0
CUST0000125006,21.0,0.0,0.0,0.0
CUST0000125091,51.0,15.0,0.0,0.0
CUST0000125124,189.0,50.0,2.0,0.0
CUST0000125421,1.0,284.0,0.0,0.0
CUST0000125490,0.0,1.0,0.0,0.0
CUST0000125548,2.0,0.0,0.0,0.0
CUST0000126117,2.0,0.0,0.0,0.0
CUST0000126202,19.0,0.0,0.0,0.0
CUST0000126343,1.0,0.0,0.0,0.0
CUST0000126351,8.0,0.0,1.0,0.0
CUST0000126668,17.0,36.0,0.0,0.0
CUST0000126750,9.0,0.0,2.0,62.0
CUST0000127124,95.0,0.0,0.0,0.0
CUST0000127477,164.0,0.0,0.0,0.0
CUST0000127498,4.0,263.0,2.0,1.0
CUST0000127560,3.0,0.0,0.0,0.0
CUST0000128103,29.0,63.0,1.0,0.0
CUST0000128185,0.0,21.0,0.0,1.0
CUST0000128804,2.0,0.0,0.0,0.0
CUST0000128862,0.0,0.0,0.0,3.0
CUST0000128997,11.0,24.0,1.0,0.0
CUST0000129034,0.0,0.0,3.0,0.0
CUST0000129368,0.0,12.0,6.0,0.0
CUST0000129484,0.0,0.0,0.0,4.0
CUST0000129677,83.0,0.0,0.0,1.0
CUST0000129804,0.0,1.0,0.0,0.0
CUST0000130407,3.0,1.0,2.0,0.0
CUST0000130446,1.0,0.0,0.0,0.0
CUST0000130658,81.0,0.0,27.0,3.0
CUST0000130703,9.0,0.0,0.0,1.0
CUST0000130724,2.0,20.0,0.0,0.0
CUST0000131091,27.0,0.0,0.0,0.0
CUST0000131200,150.0,3.0,0.0,0.0
CUST0000131452,0.0,0.0,8.0,0.0
CUST0000131491,87.0,77.0,0.0,0.0
CUST0000131508,1.0,0.0,0.0,0.0
CUST0000131635,0.0,146.0,0.0,0.0
CUST0000131867,2.0,3.0,63.0,0.0
CUST0000132151,245.0,0.0,0.0,0.0
CUST0000132213,85.0,4.0,0.0,0.0
CUST0000132235,10.0,635.0,5.0,7.0
CUST0000132577,26.0,0.0,9.0,0.0
CUST0000132826,6.0,115.0,0.0,0.0
CUST0000132844,5.0,20.0,0.0,0.0
CUST0000133247,0.0,22.0,0.0,0.0
CUST0000133579,20.0,16.0,1.0,48.0
CUST0000133938,105.0,0.0,0.0,0.0
CUST0000134243,14.0,0.0,0.0,0.0
CUST0000134361,0.0,0.0,34.0,2.0
CUST0000134680,1.0,0.0,0.0,0.0
CUST0000134957,171.0,0.0,0.0,0.0
CUST0000135178,1.0,0.0,0.0,0.0
CUST0000135244,1.0,3.0,0.0,0.0
CUST0000135514,0.0,0.0,0.0,32.0
CUST0000136982,0.0,4.0,3.0,0.0
CUST0000137504,86.0,0.0,1.0,0.0
CUST0000137569,100.0,1.0,0.0,0.0
CUST0000137649,49.0,1.0,0.0,0.0
CUST0000137876,8.0,0.0,0.0,0.0
CUST0000138040,3.0,0.0,2.0,15.0
CUST0000138450,47.0,0.0,0.0,0.0
CUST0000138580,48.0,0.0,0.0,0.0
CUST0000138774,223.0,4.0,1.0,0.0
CUST0000138854,276.0,3.0,0.0,0.0
CUST0000139227,0.0,12.0,0.0,0.0
CUST0000139484,148.0,11.0,0.0,6.0
CUST0000140306,147.0,5.0,0.0,0.0
CUST0000140438,105.0,1.0,0.0,0.0
CUST0000140700,16.0,6.0,30.0,0.0
CUST0000140947,12.0,3.0,1.0,0.0
CUST0000141094,23.0,0.0,0.0,0.0
CUST0000141343,0.0,2.0,0.0,0.0
CUST0000141657,219.0,0.0,0.0,14.0
CUST0000141926,4.0,0.0,0.0,0.0
CUST0000142047,0.0,118.0,0.0,0.0
CUST0000142059,1.0,85.0,6.0,0.0
CUST0000142262,6.0,8.0,46.0,0.0
CUST0000142399,0.0,0.0,1.0,0.0
CUST0000142444,13.0,2.0,0.0,0.0
CUST0000142485,251.0,0.0,1.0,2.0
CUST0000142549,79.0,11.0,8.0,13.0
CUST0000142590,169.0,5.0,0.0,0.0
CUST0000142685,0.0,0.0,3.0,0.0
CUST0000142966,1.0,0.0,0.0,0.0
CUST0000143009,185.0,177.0,1.0,0.0
CUST0000143069,0.0,0.0,1.0,0.0
CUST0000143092,0.0,13.0,0.0,1.0
CUST0000143568,4.0,0.0,0.0,0.0
CUST0000143602,104.0,0.0,0.0,0.0
CUST0000143770,146.0,0.0,0.0,0.0
CUST0000143857,2.0,30.0,1.0,2.0
CUST0000144071,233.0,0.0,0.0,37.0
CUST0000144313,70.0,0.0,20.0,0.0
CUST0000144435,0.0,0.0,14.0,0.0
CUST0000144492,43.0,0.0,0.0,0.0
CUST0000144594,2.0,0.0,0.0,0.0
CUST0000145181,6.0,0.0,0.0,0.0
CUST0000145307,0.0,21.0,0.0,0.0
CUST0000145363,107.0,35.0,9.0,0.0
CUST0000145387,7.0,0.0,2.0,0.0
CUST0000145541,15.0,0.0,0.0,0.0
CUST0000145641,58.0,5.0,0.0,1.0
CUST0000145809,53.0,60.0,0.0,1.0
CUST0000146045,15.0,0.0,0.0,2.0
CUST0000146061,0.0,0.0,0.0,1.0
CUST0000146488,37.0,3.0,0.0,0.0
CUST0000146770,0.0,158.0,0.0,0.0
CUST0000146867,27.0,0.0,13.0,1.0
CUST0000147274,54.0,0.0,0.0,0.0
CUST0000147472,15.0,0.0,1.0,1.0
CUST0000147674,38.0,73.0,0.0,1.0
CUST0000147978,6.0,0.0,0.0,0.0
CUST0000148683,2.0,0.0,0.0,0.0
CUST0000148783,486.0,2.0,0.0,0.0
CUST0000149006,0.0,61.0,0.0,0.0
CUST0000149077,2.0,20.0,5.0,55.0
CUST0000149263,135.0,0.0,0.0,0.0
CUST0000149331,10.0,94.0,0.0,0.0
CUST0000149344,42.0,0.0,0.0,0.0
CUST0000149372,118.0,3.0,5.0,0.0
CUST0000149391,3.0,1.0,56.0,0.0
CUST0000149548,2.0,0.0,0.0,0.0
CUST0000149614,162.0,43.0,7.0,0.0
CUST0000149716,34.0,7.0,30.0,0.0
CUST0000149878,5.0,5.0,1.0,0.0
CUST0000149982,1.0,0.0,0.0,0.0
CUST0000150282,91.0,7.0,0.0,0.0
CUST0000150295,13.0,0.0,0.0,0.0
CUST0000150333,0.0,2.0,11.0,1.0
CUST0000150629,1.0,0.0,0.0,0.0
CUST0000150728,1.0,0.0,0.0,0.0
CUST0000150892,29.0,1.0,0.0,0.0
CUST0000151068,1.0,0.0,0.0,0.0
CUST0000151112,1.0,1.0,0.0,0.0
CUST0000151178,11.0,0.0,16.0,0.0
CUST0000151471,44.0,2.0,0.0,249.0
CUST0000151506,1.0,0.0,0.0,0.0
CUST0000151558,0.0,1.0,0.0,0.0
CUST0000151651,0.0,2.0,3.0,0.0
CUST0000151825,528.0,1.0,0.0,0.0
CUST0000152233,226.0,0.0,0.0,1.0
CUST0000152669,2.0,2.0,0.0,0.0
CUST0000152715,3.0,0.0,1.0,0.0
CUST0000153320,7.0,0.0,2.0,0.0
CUST0000153446,40.0,2.0,1.0,4.0
CUST0000153576,0.0,0.0,0.0,1.0
CUST0000153789,44.0,0.0,0.0,0.0
CUST0000154091,211.0,4.0,0.0,1.0
CUST0000154122,57.0,103.0,0.0,0.0
CUST0000154180,5.0,3.0,0.0,0.0
CUST0000154719,2.0,0.0,40.0,0.0
CUST0000154778,0.0,30.0,3.0,0.0
CUST0000154806,8.0,2.0,0.0,9.0
CUST0000154813,1.0,0.0,0.0,0.0
CUST0000154831,96.0,0.0,0.0,0.0
CUST0000155214,62.0,0.0,0.0,0.0
CUST0000155661,1.0,0.0,27.0,0.0
CUST0000155767,0.0,55.0,0.0,0.0
CUST0000156179,9.0,1.0,0.0,0.0
CUST0000156198,28.0,136.0,0.0,1.0
CUST0000156208,35.0,0.0,39.0,0.0
CUST0000156209,4.0,132.0,1.0,0.0
CUST0000156219,1.0,5.0,0.0,0.0
CUST0000156297,6.0,2.0,0.0,0.0
CUST0000156330,88.0,0.0,1.0,0.0
CUST0000156718,28.0,18.0,3.0,0.0
CUST0000156875,0.0,0.0,1.0,0.0
CUST0000156940,0.0,1.0,0.0,0.0
CUST0000157101,1.0,0.0,0.0,0.0
CUST0000157162,69.0,5.0,0.0,0.0
CUST0000157175,1.0,0.0,0.0,0.0
CUST0000157638,3.0,4.0,0.0,0.0
CUST0000157717,0.0,0.0,49.0,0.0
CUST0000157795,1.0,0.0,0.0,0.0
CUST0000157823,110.0,0.0,4.0,3.0
CUST0000158221,37.0,1.0,0.0,1.0
CUST0000158354,32.0,0.0,0.0,0.0
CUST0000158544,123.0,0.0,0.0,0.0
CUST0000158576,11.0,0.0,0.0,0.0
CUST0000158853,103.0,1.0,0.0,0.0
CUST0000158972,136.0,1.0,2.0,0.0
CUST0000159615,2.0,0.0,0.0,2.0
CUST0000159682,182.0,0.0,8.0,3.0
CUST0000159862,114.0,65.0,0.0,0.0
CUST0000159864,3.0,1.0,1.0,17.0
CUST0000159899,3.0,126.0,0.0,0.0
CUST0000160306,75.0,0.0,0.0,0.0
CUST0000160456,234.0,0.0,1.0,0.0
CUST0000160617,4.0,0.0,0.0,0.0
CUST0000160729,0.0,4.0,41.0,0.0
CUST0000161188,1.0,0.0,0.0,0.0
CUST0000161286,22.0,1.0,0.0,0.0
CUST0000161404,18.0,1.0,0.0,0.0
CUST0000161885,3.0,2.0,6.0,0.0
CUST0000161967,0.0,2.0,0.0,96.0
CUST0000161994,132.0,0.0,0.0,0.0
CUST0000162102,1.0,0.0,0.0,0.0
CUST0000162230,19.0,13.0,1.0,0.0
CUST0000162349,0.0,165.0,0.0,0.0
CUST0000162434,35.0,10.0,0.0,0.0
CUST0000162536,4.0,0.0,0.0,0.0
CUST0000162730,62.0,0.0,0.0,0.0
CUST0000162773,34.0,463.0,0.0,0.0
CUST0000162850,61.0,43.0,0.0,0.0
CUST0000163212,25.0,0.0,0.0,0.0
CUST0000163355,4.0,0.0,172.0,0.0
CUST0000163810,108.0,0.0,0.0,0.0
CUST0000164214,142.0,4.0,2.0,3.0
CUST0000164777,0.0,48.0,0.0,0.0
CUST0000165033,21.0,1.0,5.0,1.0
CUST0000165473,12.0,6.0,1.0,3.0
CUST0000165485,0.0,27.0,0.0,0.0
CUST0000165493,0.0,0.0,9.0,0.0
CUST0000165640,177.0,3.0,0.0,0.0
CUST0000166035,9.0,0.0,0.0,0.0
CUST0000166122,48.0,2.0,0.0,18.0
CUST0000166268,18.0,4.0,5.0,0.0
CUST0000166295,218.0,0.0,1.0,0.0
CUST0000166407,0.0,0.0,10.0,6.0
CUST0000166546,1.0,11.0,0.0,7.0
CUST0000166560,4.0,0.0,0.0,1.0
CUST0000166674,0.0,2.0,1.0,87.0
CUST0000166823,12.0,261.0,0.0,0.0
CUST0000166946,2.0,0.0,0.0,0.0
CUST0000167044,5.0,0.0,0.0,0.0
CUST0000167183,38.0,0.0,0.0,0.0
CUST0000167244,13.0,0.0,1.0,0.0
CUST0000167253,12.0,1.0,8.0,1.0
CUST0000167262,3.0,0.0,0.0,0.0
CUST0000167368,3.0,0.0,0.0,0.0
CUST0000167586,8.0,2.0,1.0,109.0
CUST0000168088,205.0,7.0,7.0,0.0
CUST0000168178,85.0,2.0,2.0,0.0
CUST0000168254,4.0,30.0,0.0,0.0
CUST0000168297,3.0,0.0,0.0,0.0
CUST0000168307,63.0,0.0,0.0,0.0
CUST0000168578,1.0,0.0,0.0,0.0
CUST0000168606,53.0,96.0,2.0,0.0
CUST0000168651,21.0,0.0,0.0,0.0
CUST0000168857,0.0,0.0,10.0,0.0
CUST0000169058,1.0,0.0,0.0,138.0
CUST0000169257,104.0,14.0,0.0,0.0
CUST0000169377,45.0,14.0,3.0,0.0
CUST0000169503,0.0,0.0,0.0,1.0
CUST0000169887,20.0,6.0,1.0,0.0
CUST0000169890,59.0,78.0,0.0,15.0
CUST0000170376,19.0,1.0,33.0,0.0
CUST0000170500,0.0,2.0,0.0,0.0
CUST0000170672,129.0,0.0,0.0,0.0
CUST0000171760,23.0,3.0,17.0,0.0
CUST0000171942,1.0,0.0,0.0,0.0
CUST0000172939,20.0,0.0,0.0,0.0
CUST0000172994,2.0,152.0,3.0,0.0
CUST0000173051,2.0,0.0,0.0,0.0
CUST0000173361,102.0,42.0,0.0,0.0
CUST0000173929,5.0,463.0,1.0,0.0
CUST0000174325,138.0,0.0,0.0,0.0
CUST0000174543,33.0,1.0,0.0,2.0
CUST0000174615,41.0,2.0,0.0,0.0
CUST0000175019,54.0,2.0,2.0,0.0
CUST0000175215,155.0,0.0,0.0,2.0
CUST0000175277,1.0,4.0,0.0,0.0
CUST0000175470,0.0,0.0,0.0,40.0
CUST0000176004,23.0,1.0,10.0,0.0
CUST0000176081,4.0,0.0,2.0,0.0
CUST0000176102,0.0,177.0,0.0,0.0
CUST0000176387,0.0,46.0,0.0,0.0
CUST0000176637,88.0,16.0,0.0,0.0
CUST0000176701,47.0,0.0,0.0,9.0
CUST0000176705,0.0,0.0,2.0,0.0
CUST0000177095,58.0,10.0,0.0,0.0
CUST0000177169,49.0,35.0,0.0,0.0
CUST0000177444,8.0,1.0,0.0,5.0
CUST0000177622,20.0,0.0,0.0,2.0
CUST0000177733,1.0,0.0,0.0,0.0
CUST0000177901,59.0,3.0,0.0,0.0
CUST0000177911,111.0,0.0,0.0,0.0
CUST0000178093,4.0,3.0,0.0,0.0
CUST0000178509,1.0,57.0,1.0,22.0
CUST0000178558,6.0,0.0,0.0,0.0
CUST0000178603,132.0,1.0,0.0,0.0
CUST0000178690,64.0,104.0,0.0,0.0
CUST0000178820,13.0,0.0,0.0,0.0
CUST0000178986,26.0,361.0,0.0,0.0
CUST0000179031,36.0,0.0,18.0,58.0
CUST0000179263,18.0,2.0,5.0,1.0
CUST0000179265,0.0,0.0,0.0,89.0
CUST0000179329,16.0,1.0,0.0,1.0
CUST0000179481,78.0,0.0,0.0,73.0
CUST0000179646,0.0,0.0,1.0,0.0
CUST0000179746,218.0,0.0,0.0,0.0
CUST0000179817,71.0,158.0,1.0,0.0
CUST0000180023,26.0,253.0,0.0,0.0
CUST0000180051,0.0,0.0,1.0,0.0
CUST0000180206,0.0,1.0,0.0,0.0
CUST0000180434,138.0,0.0,0.0,0.0
CUST0000180467,25.0,0.0,0.0,0.0
CUST0000180588,26.0,1.0,9.0,8.0
CUST0000180856,149.0,0.0,151.0,0.0
CUST0000181525,0.0,174.0,0.0,0.0
CUST0000181741,0.0,0.0,0.0,1.0
CUST0000182139,67.0,1.0,0.0,0.0
CUST0000182451,0.0,0.0,3.0,1.0
CUST0000182582,49.0,121.0,0.0,142.0
CUST0000182916,3.0,125.0,0.0,0.0
CUST0000183093,51.0,18.0,1.0,0.0
CUST0000183225,324.0,3.0,0.0,0.0
CUST0000183230,2.0,1.0,0.0,0.0
CUST0000183348,6.0,2.0,0.0,101.0
CUST0000183469,6.0,86.0,13.0,2.0
CUST0000183523,0.0,3.0,0.0,9.0
CUST0000183589,8.0,0.0,0.0,0.0
CUST0000184426,16.0,0.0,0.0,0.0
CUST0000184526,0.0,0.0,0.0,99.0
CUST0000185094,1.0,0.0,0.0,51.0
CUST0000185571,24.0,0.0,1.0,0.0
CUST0000186240,0.0,0.0,0.0,6.0
CUST0000186477,4.0,2.0,6.0,58.0
CUST0000186827,60.0,1.0,0.0,0.0
CUST0000186979,0.0,151.0,1.0,0.0
CUST0000187585,6.0,289.0,0.0,0.0
CUST0000187720,0.0,8.0,3.0,0.0
CUST0000187832,3.0,0.0,0.0,0.0
CUST0000187885,64.0,26.0,1.0,0.0
CUST0000187916,1.0,122.0,0.0,0.0
CUST0000188001,1.0,0.0,0.0,0.0
CUST0000188090,7.0,0.0,0.0,0.0
CUST0000188561,0.0,1.0,0.0,0.0
CUST0000188655,48.0,0.0,0.0,0.0
CUST0000189276,0.0,1.0,0.0,0.0
CUST0000189585,11.0,0.0,1.0,4.0
CUST0000189657,93.0,0.0,1.0,9.0
CUST0000189714,0.0,2.0,0.0,0.0
CUST0000190109,2.0,0.0,3.0,0.0
CUST0000190174,35.0,0.0,0.0,0.0
CUST0000190448,0.0,0.0,2.0,0.0
CUST0000190750,15.0,22.0,0.0,0.0
CUST0000190835,1.0,0.0,0.0,1.0
CUST0000191190,110.0,5.0,14.0,0.0
CUST0000191248,4.0,0.0,0.0,0.0
CUST0000191339,79.0,0.0,0.0,69.0
CUST0000191960,42.0,12.0,0.0,12.0
CUST0000191983,185.0,1.0,0.0,1.0
CUST0000192514,7.0,1.0,0.0,0.0
CUST0000192559,1.0,0.0,0.0,0.0
CUST0000193010,8.0,144.0,53.0,0.0
CUST0000193087,41.0,3.0,0.0,0.0
CUST0000193118,2.0,0.0,0.0,5.0
CUST0000193183,1.0,0.0,0.0,0.0
CUST0000193209,33.0,0.0,0.0,0.0
CUST0000193230,0.0,0.0,0.0,1.0
CUST0000193265,2.0,0.0,0.0,0.0
CUST0000193773,22.0,170.0,8.0,0.0
CUST0000193956,0.0,0.0,0.0,7.0
CUST0000194233,158.0,2.0,0.0,0.0
CUST0000194392,17.0,0.0,0.0,0.0
CUST0000194547,58.0,21.0,0.0,0.0
CUST0000194560,1.0,0.0,0.0,0.0
CUST0000194891,26.0,0.0,0.0,0.0
CUST0000195041,14.0,6.0,2.0,5.0
CUST0000195740,11.0,0.0,0.0,0.0
CUST0000195742,70.0,0.0,0.0,0.0
CUST0000195772,22.0,0.0,0.0,0.0
CUST0000195791,0.0,0.0,1.0,1.0
CUST0000195874,57.0,4.0,0.0,0.0
CUST0000195975,32.0,0.0,0.0,0.0
CUST0000196121,24.0,14.0,0.0,0.0
CUST0000196385,126.0,50.0,0.0,0.0
CUST0000196396,11.0,3.0,29.0,0.0
CUST0000196444,57.0,122.0,0.0,42.0
CUST0000196452,91.0,0.0,0.0,0.0
CUST0000196637,2.0,0.0,0.0,0.0
CUST0000196773,138.0,0.0,0.0,0.0
CUST0000197150,53.0,4.0,2.0,0.0
CUST0000197152,0.0,6.0,3.0,34.0
CUST0000197177,85.0,8.0,0.0,0.0
CUST0000197476,0.0,0.0,1.0,0.0
CUST0000197717,60.0,3.0,18.0,1.0
CUST0000197720,6.0,0.0,5.0,0.0
CUST0000197975,2.0,0.0,0.0,0.0
CUST0000198011,25.0,0.0,0.0,0.0
CUST0000198121,5.0,0.0,26.0,0.0
CUST0000198334,1.0,0.0,0.0,0.0
CUST0000198486,0.0,0.0,5.0,59.0
CUST0000198561,2.0,0.0,0.0,0.0
CUST0000198651,22.0,0.0,0.0,0.0
CUST0000199032,74.0,0.0,0.0,0.0
CUST0000199180,38.0,13.0,2.0,0.0
CUST0000199229,28.0,2.0,0.0,0.0
CUST0000199253,9.0,0.0,0.0,0.0
CUST0000199324,12.0,17.0,0.0,0.0
CUST0000199346,146.0,2.0,0.0,0.0
CUST0000199355,37.0,31.0,1.0,1.0
CUST0000199394,9.0,1.0,0.0,0.0
CUST0000199455,2.0,0.0,0.0,0.0
CUST0000199713,1.0,0.0,0.0,0.0
CUST0000199773,103.0,5.0,2.0,7.0
CUST0000199788,1.0,27.0,1.0,0.0
CUST0000199914,105.0,9.0,0.0,0.0
CUST0000200033,0.0,0.0,0.0,1.0
CUST0000200113,48.0,54.0,0.0,2.0
CUST0000200588,1.0,511.0,0.0,0.0
CUST0000200724,1.0,0.0,0.0,0.0
CUST0000200864,60.0,0.0,0.0,1.0
CUST0000200917,29.0,125.0,0.0,5.0
CUST0000201287,1.0,0.0,0.0,0.0
CUST0000201463,2.0,0.0,0.0,0.0
CUST0000201801,11.0,3.0,3.0,0.0
CUST0000201981,0.0,15.0,0.0,0.0
CUST0000202206,1.0,0.0,11.0,8.0
CUST0000202476,7.0,1.0,2.0,0.0
CUST0000202713,12.0,2.0,0.0,0.0
CUST0000202837,35.0,1.0,1.0,0.0
CUST0000203043,68.0,0.0,0.0,0.0
CUST0000203059,57.0,199.0,0.0,0.0
CUST0000203419,1.0,0.0,0.0,0.0
CUST0000203491,2.0,23.0,0.0,0.0
CUST0000203671,0.0,1.0,0.0,0.0
CUST0000203680,4.0,7.0,0.0,1.0
CUST0000203720,1.0,0.0,0.0,0.0
CUST0000203993,0.0,56.0,30.0,6.0
CUST0000204018,7.0,482.0,10.0,0.0
CUST0000204025,1.0,0.0,0.0,0.0
CUST0000204088,22.0,0.0,1.0,0.0
CUST0000204102,348.0,6.0,0.0,1.0
CUST0000204216,0.0,1.0,7.0,129.0
CUST0000204592,0.0,8.0,0.0,0.0
CUST0000205018,0.0,0.0,12.0,0.0
CUST0000205301,26.0,101.0,0.0,2.0
CUST0000205547,92.0,6.0,2.0,0.0
CUST0000205671,0.0,0.0,2.0,0.0
CUST0000205747,17.0,0.0,1.0,0.0
CUST0000206035,148.0,0.0,0.0,0.0
CUST0000206165,0.0,1.0,0.0,0.0
CUST0000206190,51.0,0.0,1.0,1.0
CUST0000206442,67.0,0.0,2.0,3.0
CUST0000206542,30.0,135.0,0.0,0.0
CUST0000206721,49.0,48.0,0.0,0.0
CUST0000206868,266.0,0.0,0.0,0.0
CUST0000207011,1.0,0.0,0.0,0.0
CUST0000207778,210.0,1.0,0.0,0.0
CUST0000208533,322.0,0.0,0.0,0.0
CUST0000208588,1.0,0.0,0.0,0.0
CUST0000208677,2.0,80.0,0.0,0.0
CUST0000208808,4.0,0.0,0.0,0.0
CUST0000208854,2.0,0.0,0.0,0.0
CUST0000208981,9.0,0.0,0.0,0.0
CUST0000209037,3.0,209.0,0.0,6.0
CUST0000209051,1.0,18.0,1.0,0.0
CUST0000209339,5.0,0.0,0.0,0.0
CUST0000209646,56.0,0.0,1.0,0.0
CUST0000210083,9.0,0.0,0.0,220.0
CUST0000211047,53.0,3.0,0.0,23.0
CUST0000211064,42.0,19.0,38.0,0.0
CUST0000211321,0.0,1.0,0.0,3.0
CUST0000211389,4.0,0.0,0.0,0.0
CUST0000211407,3.0,6.0,0.0,0.0
CUST0000211673,2.0,4.0,0.0,0.0
CUST0000212016,51.0,17.0,0.0,7.0
CUST0000212093,5.0,0.0,0.0,0.0
CUST0000212148,47.0,23.0,0.0,0.0
CUST0000212216,27.0,30.0,0.0,0.0
CUST0000212223,155.0,4.0,0.0,0.0
CUST0000212431,0.0,8.0,0.0,0.0
CUST0000212519,20.0,0.0,0.0,0.0
CUST0000212677,1.0,0.0,0.0,0.0
CUST0000212869,268.0,2.0,0.0,0.0
CUST0000213425,17.0,0.0,0.0,0.0
CUST0000213530,0.0,0.0,0.0,26.0
CUST0000213878,17.0,1.0,10.0,0.0
CUST0000213897,1.0,0.0,0.0,0.0
CUST0000213955,2.0,0.0,0.0,108.0
CUST0000213978,12.0,3.0,0.0,0.0
CUST0000214212,0.0,0.0,60.0,1.0
CUST0000214363,73.0,6.0,0.0,0.0
CUST0000214609,15.0,0.0,0.0,0.0
CUST0000214629,0.0,1.0,0.0,0.0
CUST0000214716,1.0,80.0,1.0,12.0
CUST0000214748,92.0,0.0,0.0,39.0
CUST0000215116,52.0,164.0,4.0,0.0
CUST0000215484,0.0,2.0,0.0,0.0
CUST0000215521,60.0,0.0,3.0,0.0
CUST0000215621,424.0,4.0,0.0,0.0
CUST0000215689,108.0,0.0,2.0,0.0
CUST0000216101,0.0,5.0,0.0,0.0
CUST0000216317,54.0,0.0,0.0,0.0
CUST0000216551,9.0,0.0,0.0,0.0
CUST0000217297,0.0,29.0,0.0,0.0
CUST0000217478,56.0,59.0,0.0,0.0
CUST0000217499,2.0,0.0,0.0,0.0
CUST0000217653,4.0,0.0,0.0,0.0
CUST0000217740,1.0,0.0,0.0,0.0
CUST0000218237,158.0,0.0,0.0,1.0
CUST0000218305,52.0,86.0,0.0,0.0
CUST0000218587,26.0,1.0,0.0,0.0
CUST0000218633,4.0,28.0,108.0,0.0
CUST0000218956,16.0,0.0,0.0,0.0
CUST0000219153,228.0,1.0,0.0,0.0
CUST0000219249,0.0,164.0,1.0,0.0
CUST0000219524,48.0,0.0,16.0,0.0
CUST0000219536,1.0,1.0,0.0,0.0
CUST0000219699,127.0,0.0,1.0,9.0
CUST0000219780,4.0,0.0,0.0,0.0
CUST0000219808,1.0,0.0,0.0,0.0
CUST0000220115,50.0,120.0,4.0,4.0
CUST0000220331,217.0,8.0,1.0,0.0
CUST0000220595,6.0,26.0,0.0,0.0
CUST0000220735,1.0,0.0,0.0,0.0
CUST0000220920,3.0,55.0,0.0,1.0
CUST0000221017,72.0,6.0,0.0,0.0
CUST0000221060,1.0,0.0,0.0,0.0
CUST0000221352,2.0,0.0,0.0,0.0
CUST0000221356,13.0,69.0,0.0,0.0
CUST0000221361,40.0,1.0,0.0,0.0
CUST0000222195,0.0,0.0,0.0,9.0
CUST0000222318,114.0,11.0,0.0,0.0
CUST0000223076,3.0,309.0,2.0,0.0
CUST0000223188,7.0,6.0,2.0,102.0
CUST0000223323,7.0,0.0,0.0,0.0
CUST0000223618,1.0,0.0,0.0,0.0
CUST0000223725,3.0,4.0,96.0,0.0
CUST0000223968,35.0,0.0,8.0,1.0
CUST0000224082,1.0,0.0,0.0,0.0
CUST0000224145,0.0,189.0,0.0,0.0
CUST0000224232,1.0,0.0,0.0,0.0
CUST0000224335,139.0,0.0,0.0,0.0
CUST0000224482,4.0,0.0,0.0,5.0
CUST0000224516,182.0,0.0,0.0,0.0
CUST0000224524,96.0,97.0,7.0,2.0
CUST0000224627,1.0,0.0,0.0,0.0
CUST0000224690,1.0,0.0,0.0,0.0
CUST0000224831,10.0,0.0,0.0,0.0
CUST0000225040,0.0,0.0,0.0,28.0
CUST0000225193,7.0,2.0,0.0,0.0
CUST0000225213,61.0,0.0,0.0,5.0
CUST0000225324,1.0,0.0,375.0,0.0
CUST0000225331,18.0,4.0,0.0,0.0
CUST0000225488,17.0,0.0,2.0,0.0
CUST0000225582,34.0,0.0,4.0,0.0
CUST0000225754,39.0,121.0,0.0,0.0
CUST0000225827,299.0,35.0,25.0,0.0
