cust_id,cust_price_sensitivity,cust_lifestage,total_spend,no_trans
CUST0000141094,LA,OA,532.68,23
CUST0000141343,MM,OT,62.26,2
CUST0000141657,LA,OA,2305.75,233
CUST0000141926,XX,PE,58.85,4
CUST0000142047,UM,,2241.86,118
CUST0000142059,MM,PE,805.5,92
CUST0000142262,MM,,236.61,60
CUST0000142399,XX,OT,0.6,1
CUST0000142444,MM,YA,48.6,15
CUST0000142485,LA,YA,2872.07,254
CUST0000142549,MM,YA,2952.61,111
CUST0000142590,UM,YF,5939.93,174
CUST0000142685,XX,OT,2.91,3
CUST0000142966,XX,OT,16.43,1
CUST0000143009,LA,OT,2620.72,363
CUST0000143069,XX,OT,3.03,1
CUST0000143092,LA,OT,98.16,14
CUST0000143568,MM,OT,189.8,4
CUST0000143602,LA,OT,2337.54,104
CUST0000143770,LA,OT,3314.99,146
CUST0000143857,LA,,477.55,35
CUST0000144071,MM,OA,1708.93,270
CUST0000144313,MM,YF,1299.21,90
CUST0000144435,LA,OT,135.36,14
CUST0000144492,LA,OT,392.77,43
CUST0000144594,XX,OT,32.48,2
CUST0000145181,UM,OT,177.53,6
CUST0000145307,MM,OT,434.33,21
CUST0000145363,MM,YA,3805.94,151
CUST0000145387,LA,OA,30.29,9
CUST0000145541,MM,OA,90.15,15
CUST0000145641,UM,YA,939.89,64
CUST0000145809,MM,YF,1773.02,114
CUST0000146045,MM,PE,34.09,17
CUST0000146061,UM,OT,21.69,1
CUST0000146488,MM,OA,850.27,40
CUST0000146770,MM,YF,3338.08,158
CUST0000146867,MM,,153.99,41
CUST0000147274,LA,OT,577.63,54
CUST0000147472,MM,YA,207.84,17
CUST0000147674,MM,YA,1054.16,112
CUST0000147978,LA,OT,235.25,6
CUST0000148683,XX,OT,12.32,2
CUST0000148783,MM,,2412.62,488
CUST0000149006,MM,OT,225.03,61
CUST0000149077,MM,OT,1291.65,82
CUST0000149263,UM,OT,432.49,135
CUST0000149331,MM,OT,1565.55,104
CUST0000149344,UM,YA,785.14,42
CUST0000149372,LA,YF,934.14,126
CUST0000149391,MM,OT,337.41,60
CUST0000149548,UM,OT,27.5,2
CUST0000149614,LA,OF,2116.57,212
CUST0000149716,MM,YF,1021.12,71
CUST0000149878,MM,,55.77,11
CUST0000149982,MM,OT,23.13,1
CUST0000150282,MM,OA,1070.87,98
CUST0000150295,MM,OA,297.96,13
CUST0000150333,MM,,67.1,14
CUST0000150629,XX,OA,3.5,1
CUST0000150728,XX,OT,4.52,1
CUST0000150892,MM,,377.66,30
CUST0000151068,UM,OT,20.33,1
CUST0000151112,XX,OT,5.42,2
CUST0000151178,UM,YA,57.03,27
CUST0000151471,MM,OT,3884.86,295
CUST0000151506,XX,OT,12.18,1
CUST0000151558,XX,OT,2.68,1
CUST0000151651,MM,YF,216.64,5
CUST0000151825,LA,OT,3161.53,529
CUST0000152233,LA,YF,3704.18,227
CUST0000152669,UM,YA,38.58,4
CUST0000152715,XX,OT,21.69,4
CUST0000153320,MM,OT,218.53,9
CUST0000153446,MM,OT,206.29,47
CUST0000153576,UM,OT,53.99,1
CUST0000153789,UM,OA,557.73,44
CUST0000154091,MM,OT,5186.16,216
CUST0000154122,MM,OF,4077.86,160
CUST0000154180,LA,OT,38.05,8
CUST0000154719,MM,OA,447.06,42
CUST0000154778,LA,PE,517.42,33
CUST0000154806,MM,OA,715.67,19
CUST0000154813,XX,OT,2.79,1
CUST0000154831,LA,OA,258.81,96
CUST0000155214,LA,OT,1288.24,62
CUST0000155661,LA,OA,192.04,28
CUST0000155767,LA,YF,320.38,55
CUST0000156179,MM,OT,71.61,10
CUST0000156198,LA,OA,1905.2,165
CUST0000156208,UM,OT,2086.18,74
CUST0000156209,LA,,2191.63,137
CUST0000156219,UM,OT,30.28,6
CUST0000156297,LA,OT,64.01,8
CUST0000156330,LA,,701.02,89
CUST0000156718,UM,YA,292.27,49
CUST0000156875,XX,OT,5.85,1
CUST0000156940,XX,OT,5.36,1
CUST0000157101,UM,PE,25.72,1
CUST0000157162,UM,OT,820.37,74
CUST0000157175,XX,OT,6.35,1
CUST0000157638,UM,OT,131.91,7
CUST0000157717,MM,PE,106.57,49
CUST0000157795,LA,OT,16.68,1
CUST0000157823,UM,YF,4430.09,117
CUST0000158221,UM,YF,445.62,39
CUST0000158354,MM,OA,435.95,32
CUST0000158544,MM,PE,1086.14,123
CUST0000158576,MM,PE,616.92,11
CUST0000158853,UM,YA,1503.43,104
CUST0000158972,LA,OT,1783.21,139
CUST0000159615,MM,OT,54.55,4
CUST0000159682,MM,OT,2543.83,193
CUST0000159862,MM,OT,2017.6,179
CUST0000159864,LA,OT,318.4,22
CUST0000159899,UM,,494.24,129
CUST0000160306,LA,PE,274.97,75
CUST0000160456,LA,OF,1460.24,235
CUST0000160617,XX,OT,43.27,4
CUST0000160729,UM,OT,113.01,45
CUST0000161188,XX,OT,0.42,1
CUST0000161286,MM,PE,295.31,23
CUST0000161404,UM,OT,432.42,19
CUST0000161885,MM,PE,57.65,11
CUST0000161967,MM,OT,842.1,98
CUST0000161994,UM,YF,1994.18,132
CUST0000162102,UM,OT,15.81,1
CUST0000162230,MM,OF,458.88,33
CUST0000162349,MM,OT,3028.39,165
CUST0000162434,MM,OT,355.46,45
CUST0000162536,LA,OT,7.84,4
CUST0000162730,UM,OT,1453.46,62
CUST0000162773,MM,OT,6198.7,497
CUST0000162850,UM,OT,3627.4,104
CUST0000163212,MM,OT,113.03,25
CUST0000163355,MM,OT,1154.83,176
CUST0000163810,MM,PE,493.6,108
CUST0000164214,MM,OT,1442.52,151
CUST0000164777,MM,YA,192.76,48
CUST0000165033,UM,YA,62.35,28
CUST0000165473,UM,YF,137.53,22
CUST0000165485,UM,OT,547.67,27
CUST0000165493,LA,OT,44.25,9
CUST0000165640,LA,YF,2538.05,180
CUST0000166035,MM,OT,220.48,9
CUST0000166122,UM,OA,1036.45,68
CUST0000166268,MM,YA,136.4,27
CUST0000166295,UM,YF,5456.49,219
CUST0000166407,LA,PE,98.26,16
CUST0000166546,LA,YF,278.4,19
CUST0000166560,XX,YA,18.13,5
CUST0000166674,LA,YF,2267.01,90
CUST0000166823,LA,OF,2907.69,273
CUST0000166946,XX,OT,7.26,2
CUST0000167044,UM,OT,120.13,5
CUST0000167183,MM,,251.77,38
CUST0000167244,LA,,195.61,14
CUST0000167253,MM,OT,329.62,22
CUST0000167262,LA,YA,17.38,3
CUST0000167368,UM,PE,26.51,3
CUST0000167586,MM,OT,2327.56,120
CUST0000168088,UM,OT,1668.08,219
CUST0000168178,MM,YA,923.85,89
CUST0000168254,UM,OA,178.62,34
CUST0000168297,XX,OT,19.43,3
CUST0000168307,LA,OA,304.11,63
CUST0000168578,MM,OT,35.1,1
CUST0000168606,MM,YA,508.45,151
CUST0000168651,UM,OA,185.19,21
CUST0000168857,UM,OT,124.01,10
CUST0000169058,UM,OT,4521.4,139
CUST0000169257,MM,PE,1368.33,118
CUST0000169377,UM,OT,1486.69,62
CUST0000169503,XX,OT,12.98,1
CUST0000169887,MM,,426.34,27
CUST0000169890,UM,,1650.43,152
CUST0000170376,MM,OT,221.23,53
CUST0000170500,XX,OT,24.14,2
CUST0000170672,UM,PE,1318.53,129
CUST0000171760,UM,OT,174.59,43
CUST0000171942,MM,OT,39.56,1
CUST0000172939,MM,OF,67.88,20
CUST0000172994,UM,,474.62,157
CUST0000173051,XX,OT,16.58,2
CUST0000173361,UM,YA,3867.78,144
CUST0000173929,MM,OA,3948.5,469
CUST0000174325,MM,YF,3998.15,138
CUST0000174543,MM,PE,507.96,36
CUST0000174615,MM,YA,343.26,43
CUST0000175019,MM,YF,362.28,58
CUST0000175215,MM,YF,1139.19,157
CUST0000175277,XX,OT,27.54,5
CUST0000175470,MM,OT,167.09,40
CUST0000176004,UM,OT,589.68,34
CUST0000176081,XX,OT,16.78,6
CUST0000176102,UM,OA,925.14,177
CUST0000176387,LA,OA,121.29,46
CUST0000176637,MM,PE,1079.19,104
CUST0000176701,UM,,4880.97,56
CUST0000176705,UM,OT,9.63,2
CUST0000177095,MM,OA,604.85,68
CUST0000177169,MM,,1828.75,84
CUST0000177444,MM,,120.33,14
CUST0000177622,LA,OT,204.02,22
CUST0000177733,XX,OT,38.88,1
CUST0000177901,MM,OT,1383.58,62
CUST0000177911,MM,OA,1169.67,111
CUST0000178093,XX,OF,13.95,7
CUST0000178509,LA,YA,261.12,81
CUST0000178558,LA,PE,60.79,6
CUST0000178603,LA,YF,1253.48,133
CUST0000178690,UM,YA,860.16,168
CUST0000178820,UM,OT,262.1,13
CUST0000178986,LA,OT,3028.6,387
CUST0000179031,MM,YF,1611.71,112
CUST0000179263,LA,YF,70.58,26
CUST0000179265,LA,OT,1301.92,89
CUST0000179329,LA,YF,144.32,18
CUST0000179481,UM,OT,3045.17,151
CUST0000179646,XX,OT,0.85,1
CUST0000179746,MM,PE,2864.59,218
CUST0000179817,UM,OA,3023.33,230
CUST0000180023,LA,OT,988.1,279
CUST0000180051,XX,OT,4.58,1
CUST0000180206,XX,OT,0.71,1
CUST0000180434,MM,OA,2704.42,138
CUST0000180467,MM,OT,244.27,25
CUST0000180588,UM,YF,229.65,44
CUST0000180856,LA,,1429.47,300
CUST0000181525,UM,OA,929.73,174
CUST0000181741,UM,OT,52.33,1
CUST0000182139,MM,,1336.18,68
CUST0000182451,XX,OT,7.63,4
CUST0000182582,MM,YA,1611.38,312
CUST0000182916,UM,OT,2235.45,128
CUST0000183093,LA,PE,521.33,70
CUST0000183225,UM,OA,2459.7,327
CUST0000183230,MM,OT,38.76,3
CUST0000183348,MM,YF,3790.89,109
CUST0000183469,UM,OT,554.7,107
CUST0000183523,MM,YF,415.59,12
CUST0000183589,LA,,18.27,8
CUST0000184426,LA,,34.84,16
CUST0000184526,LA,OA,1782.77,99
CUST0000185094,MM,OA,793.98,52
CUST0000185571,MM,,372.16,25
CUST0000186240,MM,YF,93.35,6
CUST0000186477,MM,YA,1085.74,70
CUST0000186827,LA,OT,378.11,61
CUST0000186979,MM,OT,14684.06,152
CUST0000187585,LA,OT,1523.23,295
CUST0000187720,MM,OT,134.5,11
CUST0000187832,LA,OT,52.46,3
CUST0000187885,UM,,634.14,91
CUST0000187916,MM,YF,595.89,123
CUST0000188001,MM,OT,41.45,1
CUST0000188090,MM,OT,52.97,7
CUST0000188561,XX,OT,10.44,1
CUST0000188655,MM,,816.2,48
CUST0000189276,MM,OT,10.65,1
CUST0000189585,UM,OA,281.65,16
CUST0000189657,MM,PE,517.91,103
CUST0000189714,XX,OT,14.35,2
CUST0000190109,XX,YF,33.35,5
CUST0000190174,LA,,439.59,35
CUST0000190448,UM,OT,40.57,2
CUST0000190750,LA,OT,770.66,37
CUST0000190835,MM,YF,27.21,2
CUST0000191190,MM,OT,2078.39,129
CUST0000191248,UM,OA,75.67,4
CUST0000191339,UM,,3866.86,148
CUST0000191960,UM,OT,1182.84,66
CUST0000191983,UM,OT,614.27,187
CUST0000192514,UM,YA,118.15,8
CUST0000192559,XX,OT,26.13,1
CUST0000193010,MM,OT,2142.82,205
CUST0000193087,LA,OA,467.48,44
CUST0000193118,LA,OT,78.35,7
CUST0000193183,LA,OT,17.38,1
CUST0000193209,MM,OT,2201.39,33
CUST0000193230,XX,OT,7.48,1
CUST0000193265,LA,OT,131.26,2
CUST0000193773,UM,YF,2249.52,200
CUST0000193956,UM,OT,430.61,7
CUST0000194233,UM,,2050.01,160
CUST0000194392,MM,,208.77,17
CUST0000194547,MM,OA,1372.65,79
CUST0000194560,XX,OT,2.29,1
CUST0000194891,LA,OT,178.7,26
CUST0000195041,MM,OA,366.26,27
CUST0000195740,LA,OT,211.26,11
CUST0000195742,MM,OA,332.22,70
CUST0000195772,MM,OT,234.7,22
CUST0000195791,XX,YA,19.43,2
CUST0000195874,LA,YF,285.86,61
CUST0000195975,LA,YA,326.62,32
CUST0000196121,MM,OT,582.85,38
CUST0000196385,MM,YA,2738.99,176
CUST0000196396,UM,YA,394.04,43
CUST0000196444,MM,OT,3949.81,221
CUST0000196452,LA,OT,4678.1,91
CUST0000196637,MM,OT,49.8,2
CUST0000196773,LA,OT,499.92,138
CUST0000197150,UM,YA,747.43,59
CUST0000197152,UM,OA,508.35,43
CUST0000197177,MM,YA,1514.33,93
CUST0000197476,LA,OT,58.23,1
CUST0000197717,LA,,514.48,82
CUST0000197720,UM,YA,297.64,11
CUST0000197975,MM,,16.58,2
CUST0000198011,MM,OA,153.94,25
CUST0000198121,MM,OT,237.49,31
CUST0000198334,MM,OT,52.38,1
CUST0000198486,LA,,291.01,64
CUST0000198561,LA,OT,190.97,2
CUST0000198651,UM,OA,81.91,22
CUST0000199032,LA,OT,1593.0,74
CUST0000199180,MM,OA,332.65,53
CUST0000199229,LA,OT,289.54,30
CUST0000199253,UM,OT,167.37,9
CUST0000199324,MM,OT,160.16,29
CUST0000199346,LA,YA,2748.81,148
CUST0000199355,UM,OT,2201.61,70
CUST0000199394,UM,OA,64.14,10
CUST0000199455,XX,OT,8.95,2
CUST0000199713,MM,OT,58.86,1
CUST0000199773,MM,OA,1028.94,117
CUST0000199788,UM,YA,219.15,29
CUST0000199914,MM,OT,2361.37,114
CUST0000200033,XX,PE,4.57,1
CUST0000200113,MM,,518.5,104
CUST0000200588,MM,OT,4849.05,512
CUST0000200724,UM,OA,42.42,1
CUST0000200864,UM,,533.17,61
CUST0000200917,MM,OA,630.09,159
CUST0000201287,XX,OT,48.84,1
CUST0000201463,XX,OT,0.5,2
CUST0000201801,UM,OT,165.72,17
CUST0000201981,MM,PE,266.27,15
CUST0000202206,MM,OT,66.71,20
CUST0000202476,UM,,224.69,10
CUST0000202713,UM,OF,195.17,14
CUST0000202837,UM,OA,328.76,37
CUST0000203043,MM,YA,411.98,68
CUST0000203059,MM,PE,1940.0,256
CUST0000203419,XX,OT,37.05,1
CUST0000203491,LA,,144.2,25
CUST0000203671,XX,OT,1.07,1
CUST0000203680,MM,OT,89.43,12
CUST0000203720,XX,OT,1.91,1
CUST0000203993,UM,YA,505.77,92
CUST0000204018,MM,,1757.61,499
CUST0000204025,XX,OT,5.39,1
CUST0000204088,UM,OT,101.16,23
CUST0000204102,MM,OT,2317.84,355
CUST0000204216,MM,,3475.2,137
CUST0000204592,LA,OT,62.54,8
CUST0000205018,MM,OT,161.09,12
CUST0000205301,MM,YF,5148.29,129
CUST0000205547,UM,YA,2050.36,100
CUST0000205671,XX,OT,1.96,2
CUST0000205747,UM,,257.38,18
CUST0000206035,UM,OT,4064.66,148
CUST0000206165,LA,OT,19.22,1
CUST0000206190,MM,YA,1402.38,53
CUST0000206442,UM,OA,1476.65,72
CUST0000206542,LA,PE,428.94,165
CUST0000206721,UM,OA,760.43,97
CUST0000206868,MM,OT,6461.26,266
CUST0000207011,MM,OT,21.15,1
CUST0000207778,MM,OT,3298.43,211
CUST0000208533,LA,YF,5450.35,322
CUST0000208588,XX,OT,1.39,1
CUST0000208677,LA,YA,652.21,82
CUST0000208808,LA,OT,11.73,4
CUST0000208854,UM,OT,48.12,2
CUST0000208981,LA,OT,35.27,9
CUST0000209037,LA,,1640.55,218
CUST0000209051,LA,YA,260.41,20
CUST0000209339,UM,OT,164.48,5
CUST0000209646,MM,OT,689.76,57
CUST0000210083,MM,,1936.85,229
CUST0000211047,UM,OA,1415.71,79
CUST0000211064,MM,YA,284.08,99
CUST0000211321,MM,OT,134.46,4
CUST0000211389,MM,,54.81,4
CUST0000211407,MM,OT,89.32,9
CUST0000211673,MM,,25.67,6
CUST0000212016,MM,OT,2757.33,75
CUST0000212093,XX,,0.22,5
CUST0000212148,MM,OT,429.27,70
CUST0000212216,UM,,815.46,57
CUST0000212223,MM,YF,4755.79,159
CUST0000212431,LA,OT,90.48,8
CUST0000212519,UM,OA,293.29,20
CUST0000212677,XX,OT,16.75,1
CUST0000212869,LA,OA,3532.5,270
CUST0000213425,LA,OT,142.45,17
CUST0000213530,MM,YF,471.1,26
CUST0000213878,MM,OT,490.69,28
CUST0000213897,MM,OT,37.26,1
CUST0000213955,UM,OT,1893.29,110
CUST0000213978,UM,PE,331.56,15
CUST0000214212,LA,OT,525.97,61
CUST0000214363,UM,OA,1571.8,79
CUST0000214609,LA,YA,145.62,15
CUST0000214629,XX,YA,5.74,1
CUST0000214716,MM,OT,703.54,94
CUST0000214748,LA,OF,2075.35,131
CUST0000215116,LA,OT,1408.29,220
CUST0000215484,MM,OT,23.36,2
CUST0000215521,MM,PE,622.62,63
CUST0000215621,MM,OT,3376.49,428
CUST0000215689,MM,,1567.63,110
CUST0000216101,XX,OT,18.66,5
CUST0000216317,MM,YA,558.22,54
CUST0000216551,LA,YF,87.7,9
CUST0000217297,LA,YF,170.31,29
CUST0000217478,UM,YF,1297.43,115
CUST0000217499,XX,OT,34.48,2
CUST0000217653,UM,OT,232.25,4
CUST0000217740,XX,OT,3.48,1
CUST0000218237,UM,PE,1781.85,159
CUST0000218305,UM,OT,3926.13,138
CUST0000218587,MM,OA,75.18,27
CUST0000218633,MM,OA,603.87,140
CUST0000218956,MM,OF,188.61,16
CUST0000219153,MM,PE,1838.56,229
CUST0000219249,LA,OT,707.18,165
CUST0000219524,UM,PE,1060.44,64
CUST0000219536,XX,OT,4.64,2
CUST0000219699,UM,OT,4561.83,137
CUST0000219780,MM,OT,39.89,4
CUST0000219808,XX,YF,0.08,1
CUST0000220115,MM,YA,802.93,178
CUST0000220331,MM,YF,5124.73,226
CUST0000220595,LA,OT,485.18,32
CUST0000220735,MM,OT,17.95,1
CUST0000220920,UM,OT,163.82,59
CUST0000221017,MM,YF,1504.73,78
CUST0000221060,MM,OT,19.72,1
CUST0000221352,LA,,21.69,2
CUST0000221356,UM,YF,1817.1,82
CUST0000221361,UM,,556.19,41
CUST0000222195,UM,OA,116.54,9
CUST0000222318,LA,YF,1558.31,125
CUST0000223076,UM,PE,964.91,314
CUST0000223188,MM,PE,1992.03,117
CUST0000223323,UM,,34.44,7
CUST0000223618,MM,OT,38.66,1
CUST0000223725,LA,PE,531.83,103
CUST0000223968,UM,YF,868.04,44
CUST0000224082,XX,OT,2.84,1
CUST0000224145,UM,OT,2743.17,189
CUST0000224232,MM,YF,47.69,1
CUST0000224335,UM,OF,873.11,139
CUST0000224482,MM,OT,107.1,9
CUST0000224516,UM,YA,1568.84,182
CUST0000224524,MM,OF,2595.94,202
CUST0000224627,LA,OT,15.75,1
CUST0000224690,XX,OT,6.24,1
CUST0000224831,UM,PE,207.9,10
CUST0000225040,LA,YF,502.14,28
CUST0000225193,MM,OT,296.29,9
CUST0000225213,MM,PE,873.71,66
CUST0000225324,LA,OA,755.0,376
CUST0000225331,UM,OT,188.26,22
CUST0000225488,UM,OT,58.08,19
CUST0000225582,MM,OT,239.67,38
CUST0000225754,MM,OA,1852.03,160
CUST0000225827,MM,OF,1067.23,359
CUST0000226332,MM,OT,35.19,1
CUST0000227013,LA,YF,536.06,85
CUST0000227053,UM,PE,194.29,80
CUST0000227166,LA,OF,35.09,12
CUST0000227265,MM,,559.56,36
CUST0000227398,UM,,27.39,1
CUST0000227529,XX,OT,12.73,2
CUST0000227536,MM,OT,1284.35,94
CUST0000227629,MM,OT,2904.76,297
CUST0000227752,UM,PE,14.08,3
CUST0000228256,UM,OT,2106.91,122
CUST0000228788,MM,OF,943.17,68
CUST0000228941,UM,OA,161.32,19
CUST0000228962,MM,YF,3834.41,99
CUST0000229117,MM,YF,664.86,38
CUST0000229149,MM,OT,480.41,18
CUST0000229327,MM,YF,309.37,20
CUST0000229424,LA,OT,314.94,114
CUST0000229532,MM,YF,77.4,9
CUST0000229599,LA,YF,332.61,15
CUST0000230291,UM,YA,146.16,11
CUST0000230647,LA,OT,26.71,1
CUST0000231131,LA,YF,3084.62,345
CUST0000231364,MM,OT,1071.51,86
CUST0000231675,MM,OT,176.58,6
CUST0000231774,MM,PE,1471.3,170
CUST0000231954,XX,OA,11.51,3
CUST0000232167,MM,YF,156.58,16
CUST0000232172,LA,,1247.76,221
CUST0000232876,MM,YA,676.89,66
CUST0000232995,XX,OT,2.33,1
CUST0000233205,LA,OT,976.49,155
CUST0000233658,UM,YA,544.14,38
CUST0000234065,UM,OT,17.16,1
CUST0000234190,MM,OF,5232.68,416
CUST0000234209,MM,OT,52.4,2
CUST0000234349,MM,OT,72.62,1
CUST0000234511,UM,YF,1847.35,97
CUST0000234581,XX,OT,0.44,1
CUST0000235664,UM,OT,1137.08,207
CUST0000235758,MM,OT,345.7,65
CUST0000235779,UM,PE,580.57,165
CUST0000236124,UM,YF,4884.24,178
CUST0000236697,MM,OT,2753.53,141
CUST0000236834,UM,OT,31.25,1
CUST0000237694,LA,OT,54.83,35
CUST0000237812,MM,,19.49,1
CUST0000238094,MM,OT,301.65,25
CUST0000238146,MM,,684.73,44
CUST0000238212,XX,OT,36.47,1
CUST0000238658,MM,,4721.86,336
CUST0000238866,LA,YA,916.85,166
CUST0000238956,LA,OF,1701.31,160
CUST0000239627,XX,OT,5.55,1
CUST0000239683,UM,OA,1468.39,110
CUST0000239699,MM,PE,1661.12,189
CUST0000239729,UM,OT,11.88,1
CUST0000239986,MM,OT,2338.95,237
CUST0000240185,UM,OT,190.07,8
CUST0000240228,LA,YA,3643.51,248
CUST0000240244,UM,OT,660.48,80
CUST0000240277,UM,OT,1856.64,288
CUST0000240308,UM,YF,5875.22,122
CUST0000240359,XX,,24.17,4
CUST0000240613,MM,OT,1128.39,57
CUST0000240651,LA,YF,450.73,27
CUST0000241118,XX,OA,16.98,2
CUST0000241252,UM,,2361.38,90
CUST0000241254,MM,OA,1824.81,67
CUST0000241476,LA,OT,39.7,2
CUST0000241522,XX,OT,14.82,5
CUST0000241970,XX,OA,32.41,8
CUST0000242140,UM,OT,403.53,17
CUST0000242357,MM,,258.96,45
CUST0000242508,LA,OA,2656.19,110
CUST0000242769,MM,OT,38.9,3
CUST0000242953,LA,OT,2696.71,130
CUST0000243024,MM,OT,1887.98,100
CUST0000243284,LA,OT,20.41,1
CUST0000243335,MM,,60.97,11
CUST0000243706,XX,PE,18.21,7
CUST0000244088,MM,PE,14.18,1
CUST0000244127,MM,OT,120.23,3
CUST0000244205,LA,OT,44.8,2
CUST0000244418,MM,OT,603.08,60
CUST0000244450,XX,,16.72,7
CUST0000244654,UM,OT,1450.55,201
CUST0000244913,UM,YF,1188.01,82
CUST0000245024,UM,OT,213.5,28
CUST0000245257,MM,OT,37.82,5
CUST0000245743,UM,OA,333.86,18
CUST0000245750,LA,,250.1,33
CUST0000246087,MM,OT,719.06,46
CUST0000246094,MM,,268.23,85
CUST0000246289,UM,PE,44.13,12
CUST0000246911,XX,YF,6.07,3
CUST0000246921,LA,OT,280.76,6
CUST0000246937,MM,YF,2084.82,174
CUST0000246949,UM,OT,568.15,62
CUST0000247029,LA,OT,5.64,1
CUST0000247100,UM,OT,705.67,152
CUST0000247910,MM,PE,112.07,16
CUST0000248020,XX,OT,20.33,1
CUST0000248193,MM,OT,62.93,20
CUST0000248231,UM,OT,835.25,43
CUST0000248266,MM,OT,70.9,28
CUST0000248273,MM,OA,1017.59,129
CUST0000248288,UM,OT,3692.09,403
CUST0000248441,LA,OT,798.51,84
CUST0000248760,UM,OT,28.83,1
CUST0000248944,LA,YA,1934.96,111
CUST0000249526,MM,OA,857.2,239
CUST0000249573,LA,YA,132.9,32
CUST0000249577,LA,YF,803.95,43
CUST0000249608,UM,OA,806.43,42
CUST0000249643,MM,OT,36.02,1
CUST0000249670,UM,,1394.41,293
CUST0000249820,XX,OT,5.08,1
CUST0000249946,LA,PE,1746.27,157
CUST0000250135,UM,YA,207.3,10
CUST0000250864,UM,OT,3879.77,421
CUST0000251322,MM,YF,193.85,28
CUST0000251863,UM,OF,7317.61,361
CUST0000251916,UM,PE,192.37,10
CUST0000252228,MM,PE,1678.72,49
CUST0000252338,UM,YA,155.46,14
CUST0000252562,LA,OT,41.44,1
CUST0000253102,MM,OF,448.97,61
CUST0000253216,LA,YA,538.54,65
CUST0000253529,LA,OA,595.05,57
CUST0000253539,XX,OT,16.1,1
CUST0000253573,UM,OA,754.75,195
CUST0000253580,UM,OT,1970.25,135
CUST0000253846,LA,YF,285.96,98
CUST0000253886,MM,OT,455.1,10
CUST0000254439,UM,YA,669.97,188
CUST0000254620,LA,OT,24.08,2
CUST0000254742,UM,OT,47.04,1
CUST0000254832,LA,PE,62.77,2
CUST0000255032,XX,,7.66,7
CUST0000255201,XX,OT,2.86,1
CUST0000255269,XX,OT,3.35,1
CUST0000255387,UM,,289.88,33
CUST0000255395,LA,YA,79.96,8
CUST0000255397,UM,OT,51.79,12
CUST0000255420,MM,YA,319.03,136
CUST0000255660,LA,OT,2048.44,97
CUST0000255673,XX,YA,6.26,3
CUST0000255714,MM,OA,1076.98,75
CUST0000256112,LA,PE,837.22,145
CUST0000256124,UM,PE,49.99,13
CUST0000256243,MM,PE,639.27,103
CUST0000256837,MM,YA,235.15,81
CUST0000257507,UM,OA,431.02,41
CUST0000257511,LA,OT,55.31,8
CUST0000257769,MM,YA,53.54,14
CUST0000257902,UM,,1757.8,92
CUST0000258097,MM,OF,1218.49,76
CUST0000258485,LA,YF,1085.41,92
CUST0000258532,MM,OT,3440.15,211
CUST0000258555,UM,PE,1492.88,111
CUST0000258658,UM,YA,818.87,157
CUST0000258756,MM,OA,437.98,87
CUST0000258842,MM,YA,52.74,10
CUST0000259129,MM,PE,984.71,112
CUST0000259182,LA,,101.18,10
CUST0000259436,XX,OT,3.89,2
CUST0000259498,LA,YA,4408.37,201
CUST0000259504,LA,OT,343.82,7
CUST0000259680,MM,PE,987.98,87
CUST0000260311,UM,OT,90.11,19
CUST0000260697,UM,,1276.7,91
CUST0000260876,UM,OT,215.0,19
CUST0000261138,XX,OT,4.58,1
CUST0000261175,LA,,64.62,15
CUST0000261258,MM,YA,64.03,18
CUST0000261261,LA,PE,361.46,60
CUST0000261381,LA,OT,3419.24,94
CUST0000261407,MM,OT,20.49,1
CUST0000261553,MM,OT,121.23,4
CUST0000261775,MM,OT,4802.31,240
CUST0000262704,UM,OT,1274.96,97
CUST0000262766,XX,OT,6.08,1
CUST0000263173,MM,,94.72,21
CUST0000263376,MM,OT,205.89,8
CUST0000263560,XX,OT,22.42,1
CUST0000263844,UM,YF,5321.6,211
CUST0000263870,LA,,469.35,96
CUST0000264079,LA,YA,82.27,10
CUST0000264107,MM,,1817.68,96
CUST0000264286,XX,OT,0.72,1
CUST0000264598,XX,,19.25,3
CUST0000264835,MM,YF,1601.2,39
CUST0000265073,MM,OA,78.83,13
CUST0000265147,UM,YF,2014.82,96
CUST0000265274,UM,YA,4922.55,233
CUST0000265367,LA,YA,3188.85,92
CUST0000265416,MM,,46.93,6
CUST0000265468,XX,OA,3.5,3
CUST0000265582,UM,,63.69,20
CUST0000265678,MM,OT,91.86,23
CUST0000265948,LA,,1519.73,126
CUST0000266020,LA,OF,463.68,84
CUST0000266152,MM,OT,235.39,12
CUST0000266269,XX,OT,0.31,1
CUST0000266580,LA,YA,445.16,114
CUST0000266722,MM,YA,1210.32,469
CUST0000266997,UM,OT,22.57,2
CUST0000267204,MM,YA,1771.1,50
CUST0000267213,UM,YF,4146.5,347
CUST0000267396,UM,OA,2280.88,80
CUST0000267507,MM,OA,1722.61,153
CUST0000267570,MM,OA,444.37,74
CUST0000267589,LA,OT,31.72,1
CUST0000267709,UM,OT,396.94,14
CUST0000267726,UM,OT,319.85,105
CUST0000267979,MM,YA,1416.65,139
CUST0000268127,UM,YF,2851.25,161
CUST0000268207,LA,,1624.22,110
CUST0000268635,LA,YF,89.97,17
CUST0000268961,MM,OT,2698.93,93
CUST0000270350,MM,PE,1110.31,45
CUST0000270503,LA,OT,79.68,1
CUST0000270628,MM,YA,2492.31,118
